"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p","gene_label"
"Sorbs1",2.00897366769437e-12,-0.98515872666618,0.212,0.547,3.54463313927996e-08,"Down",7.45042870655453,""
"Rnf130",2.05515698778635e-12,-1.3950168489725,0.127,0.418,3.62611898925024e-08,"Down",7.44055794885416,""
"Slc24a3",2.07012913873631e-12,-1.11838249686194,0.236,0.569,3.65253585238634e-08,"Down",7.43740551244579,""
"Rictor",2.15673588670476e-12,-1.54469863050743,0.094,0.369,3.80534479850187e-08,"Down",7.4196059861201,""
"Cdh12",2.25277522912663e-12,-1.9216010008995,0.104,0.371,3.97479661427103e-08,"Down",7.40068508878351,""
"Slf1",2.32335305522593e-12,-1.42207934384347,0.085,0.363,4.09932413064063e-08,"Down",7.38728774097033,""
"Sos2",2.38955109491783e-12,-2.62131991211034,0.038,0.268,4.21612395187303e-08,"Down",7.3750866295737,""
"Ogt",2.39785630641577e-12,-0.895605792366557,0.198,0.538,4.23077766703999e-08,"Down",7.37357979681826,""
"Exoc4",2.39982458005416e-12,-1.10475762282022,0.208,0.532,4.23425048904757e-08,"Down",7.37322345363987,""
"Ncoa2",2.46442414257843e-12,-1.18496850290768,0.142,0.451,4.34822995716538e-08,"Down",7.36168749621243,""
"Fmnl2",2.59935742436407e-12,-1.57640749023477,0.099,0.372,4.58630623954796e-08,"Down",7.33853694967032,""
"Susd4",2.67690752225538e-12,-1.37765613759824,0.137,0.428,4.7231356322674e-08,"Down",7.3257695827952,""
"Cacnb2",2.75624172056215e-12,-0.985585780629452,0.382,0.697,4.86311289175985e-08,"Down",7.31308564865118,""
"Chd3",2.90086722890474e-12,1.31328236462014,0.613,0.462,5.11829013867953e-08,"Up",7.29087509905532,""
"Pard3",2.95035324547271e-12,-1.64939600917412,0.085,0.349,5.20560326631205e-08,"Down",7.28352893377135,""
"Dclk2",2.95867761071686e-12,-1.72527087614925,0.066,0.319,5.22029077634882e-08,"Down",7.28230530560949,""
"Tmem108",3.02807114415625e-12,-1.16421835326495,0.189,0.503,5.34272872674929e-08,"Down",7.2722368762507,""
"Nf1",3.06522676562332e-12,-0.861096261939948,0.269,0.611,5.40828610526578e-08,"Down",7.26694034172405,""
"Arhgap26",3.18095443851386e-12,-1.35879133052326,0.16,0.455,5.61247601131386e-08,"Down",7.25084550223384,""
"Umad1",3.23360096921676e-12,-2.42118409402207,0.047,0.281,5.70536555008604e-08,"Down",7.24371652455002,""
"Rbfox3",3.36154171604793e-12,0.857177620696176,0.896,0.749,5.93110420379496e-08,"Up",7.2268644457634,""
"Fgf14",3.39074522834108e-12,-0.520156446244638,1,0.989,5.98263088088501e-08,"Down",7.2231077916323,""
"Gpatch8",3.4743043213896e-12,-0.89379081796242,0.222,0.561,6.13006254465981e-08,"Down",7.21253509437848,""
"Abi2",3.51983320345371e-12,-1.71505103383137,0.071,0.328,6.21039370417372e-08,"Down",7.20688086711322,""
"Scg5",3.598732851278e-12,-1.06944750151488,0.203,0.532,6.34960424279489e-08,"Down",7.19725334250748,""
"Lonp2",4.16100636637054e-12,-2.03012545767767,0.052,0.294,7.34167963282418e-08,"Down",7.1342045706264,""
"Slc25a36",4.54934685893477e-12,-2.08075153074764,0.038,0.272,8.0268675979045e-08,"Down",7.09545390059289,""
"Rian",4.67822831001517e-12,-0.48465124683749,0.958,0.963,8.25426603019077e-08,"Down",7.08332153817462,""
"Ank2",4.88532533501121e-12,-0.432652318487766,0.986,0.982,8.61966802109378e-08,"Down",7.06450946032186,""
"Aak1",4.986629031609e-12,-0.814892827914089,0.297,0.662,8.79840826337092e-08,"Down",7.05559588977727,""
"Kdm4c",5.31257107036851e-12,-1.53728115894495,0.061,0.316,9.3735003965582e-08,"Down",7.02809819790351,""
"Kifc2",5.83664850547812e-12,1.29201667104153,0.561,0.431,1.02981826230656e-07,"Up",6.98723941086901,""
"Rsrp1",6.07309588414505e-12,-0.881185481364694,0.264,0.607,1.07153703779855e-07,"Down",6.96999281292497,""
"Slc35f1",6.1759291219933e-12,-1.30793791888274,0.175,0.466,1.0896809342845e-07,"Down",6.96270064771489,""
"Rtn1",6.62730795545235e-12,-0.789065742101138,0.552,0.826,1.16932221566001e-07,"Down",6.93206579918797,""
"Mbtd1",6.85731001339427e-12,-1.3440768318422,0.113,0.391,1.20990377876328e-07,"Down",6.91724916688502,""
"Srsf10",7.06574712707899e-12,-1.55461409937251,0.08,0.339,1.24668042310182e-07,"Down",6.90424486029118,""
"Mblac2",7.13329088668549e-12,-1.95973612978627,0.047,0.283,1.25859784404679e-07,"Down",6.90011301652575,""
"Taok1",7.39743366751645e-12,-1.21292274966372,0.123,0.411,1.3052031962966e-07,"Down",6.88432187134426,""
"Nos1ap",7.47598378611181e-12,-1.81413080753937,0.066,0.316,1.31906257922157e-07,"Down",6.87973460008221,""
"Zfr",7.67866284144196e-12,-1.02333629201503,0.16,0.484,1.35482327174402e-07,"Down",6.86811735210475,""
"C2cd5",7.80534800994799e-12,-0.922349713896164,0.212,0.534,1.37717560287522e-07,"Down",6.8610106795707,""
"Setd5",8.02824180217576e-12,-0.842290258377591,0.259,0.62,1.41650298357589e-07,"Down",6.84878250638944,""
"Atp6v0c",8.11937271400245e-12,-2.32337447655847,0.052,0.283,1.43258212165859e-07,"Down",6.84388047305278,""
"Pacs1",8.21201075624578e-12,-0.968724913013528,0.151,0.459,1.44892717783201e-07,"Down",6.83895344134764,""
"Gria3",8.30657259219594e-12,-0.997604315376716,0.325,0.626,1.46561166816705e-07,"Down",6.83398108611591,""
"Paip2",8.50550651572409e-12,-1.49763037685065,0.066,0.319,1.50071156963436e-07,"Down",6.82370276928439,""
"Ttc14",8.54222710131448e-12,-0.834396700830011,0.292,0.651,1.50719054975593e-07,"Down",6.82183183761497,""
"Unc5c",8.60996256102924e-12,-1.32477024912246,0.189,0.49,1.519141794268e-07,"Down",6.81840168789221,""
"Pde8b",8.99137272651678e-12,-1.400892690029,0.146,0.428,1.58643780386662e-07,"Down",6.79957694970098,""
"Pcnx",9.21679085580509e-12,-1.55746592658131,0.075,0.334,1.62621057859825e-07,"Down",6.78882321815042,""
"Brinp1",9.73092844720302e-12,-1.84837502083857,0.104,0.36,1.7169250152245e-07,"Down",6.76524867174959,""
"Sec61a2",1.02995976916986e-11,-1.56942105991866,0.08,0.336,1.81726101672331e-07,"Down",6.74058268965327,""
"Chka",1.09886393999366e-11,-1.53934539601322,0.104,0.369,1.93883553572481e-07,"Down",6.71245902895972,""
"Arl6ip1",1.14058345802147e-11,-3.11893472463553,0.014,0.218,2.01244545333309e-07,"Down",6.69627588220854,""
"Adam23",1.17981426385275e-11,-1.2995277346041,0.16,0.453,2.08166428714179e-07,"Down",6.68158930844591,""
"Kcnj3",1.2052599933761e-11,-2.03990647847026,0.057,0.294,2.1265607323128e-07,"Down",6.67232220978434,""
"Igf1r",1.22769005379032e-11,-1.51227715281505,0.094,0.35,2.16613633090764e-07,"Down",6.66431421350125,""
"Mast4",1.26498173331323e-11,-1.21951755782498,0.179,0.473,2.23193377025786e-07,"Down",6.65131869666918,""
"Ube3c",1.27459272056012e-11,-1.05553462170539,0.156,0.457,2.24889139615627e-07,"Down",6.64803151708055,""
"Map2k4",1.27703740634334e-11,-1.31587994001155,0.132,0.415,2.25320479975219e-07,"Down",6.64719933230635,""
"Uri1",1.2860733368077e-11,-2.19677532708712,0.038,0.262,2.26914779546351e-07,"Down",6.64413721647122,""
"Rabgap1l",1.29001866972498e-11,-1.01889820225442,0.212,0.532,2.27610894086276e-07,"Down",6.64280695524565,""
"Syn2",1.3376966879093e-11,-1.40804978393942,0.113,0.383,2.36023203614717e-07,"Down",6.62704529912113,""
"Wac",1.34939894751515e-11,-2.19677532708712,0.042,0.268,2.38087950299574e-07,"Down",6.62326258380901,""
"Gapvd1",1.35100174507001e-11,-0.997428419858223,0.165,0.473,2.38370747900153e-07,"Down",6.62274704089914,""
"Lrrc49",1.41727176182270e-11,-1.26894071705299,0.108,0.385,2.50063429655998e-07,"Down",6.60194981670569,""
"Dip2c",1.43056488014875e-11,-0.859479649305106,0.321,0.67,2.52408867453445e-07,"Down",6.59789539182706,""
"N4bp2l2",1.5215231262591e-11,-1.29369232155068,0.118,0.393,2.68457540397156e-07,"Down",6.57112439312788,""
"Robo2",1.60106518302781e-11,-2.48580494145386,0.057,0.288,2.82491940893428e-07,"Down",6.54899393749211,""
"Lrch3",1.62764708133355e-11,-1.23984404897901,0.113,0.389,2.87182051030492e-07,"Down",6.54184270712475,""
"Fat3",1.66774973461018e-11,-1.07390714970558,0.264,0.578,2.94257763174621e-07,"Down",6.53127207067849,""
"Apex2",1.67317996897269e-11,-1.42070991323198,0.085,0.341,2.95215873725541e-07,"Down",6.52986029425392,""
"Camk4",1.77049772122633e-11,-1.9091100567163,0.085,0.328,3.12386617933173e-07,"Down",6.50530757877124,""
"Fmn2",1.77056644207606e-11,-1.66247008913318,0.075,0.325,3.12398743039901e-07,"Down",6.5052907222081,""
"Dock7",1.77123083292209e-11,-0.861412295904167,0.203,0.539,3.12515968160773e-07,"Down",6.50512778725771,""
"Cdh11",1.82650911564012e-11,-2.83420524770241,0.024,0.231,3.22269268363543e-07,"Down",6.49178110688754,""
"Sh3kbp1",1.84255923642136e-11,-1.69027545479305,0.066,0.312,3.25101151674185e-07,"Down",6.48798149200846,""
"Luc7l2",1.93027168240008e-11,-0.827632593778928,0.325,0.659,3.40577135642671e-07,"Down",6.46778451138672,""
"Arhgap44",1.95273956781879e-11,-1.2622988998067,0.108,0.382,3.44541369345948e-07,"Down",6.46275862455462,""
"Nhs",1.99371468862901e-11,-1.84570088654024,0.066,0.306,3.51771019661703e-07,"Down",6.45373994236416,""
"Ddx6",2.03331318195605e-11,-1.97567767365529,0.047,0.277,3.58757777824325e-07,"Down",6.44519867470514,""
"Pja2",2.11608056363109e-11,-1.48108253121146,0.104,0.361,3.73361254647069e-07,"Down",6.42787075271272,""
"Tmem132d",2.15246022058904e-11,-1.78519046769013,0.113,0.369,3.79780081320731e-07,"Down",6.42046781684845,""
"Dpp10",2.16781862401157e-11,-1.50379068692722,0.358,0.609,3.82489918020601e-07,"Down",6.41738000784559,""
"Arhgap18",2.26320735940305e-11,-1.54469863050743,0.094,0.345,3.99320306493074e-07,"Down",6.39867860422176,""
"Anks1b",2.28700688577843e-11,-0.543079746805609,0.943,0.945,4.03519494926747e-07,"Down",6.39413547870005,""
"Exoc6b",2.32623178128851e-11,-1.00476988340078,0.212,0.532,4.10440335490545e-07,"Down",6.38674996607317,""
"Mta3",2.37919668071439e-11,-1.75087069938555,0.066,0.305,4.19785462345247e-07,"Down",6.37697260561203,""
"Strbp",2.43225956051599e-11,-0.828704603306117,0.288,0.631,4.29147876857442e-07,"Down",6.36739303173833,""
"Atp8a2",2.43998582101621e-11,-0.838387294383523,0.269,0.615,4.30511098260101e-07,"Down",6.36601564827306,""
"Cux1",2.6328848486429e-11,-1.2567178675434,0.113,0.382,4.64546202694553e-07,"Down",6.33297108559408,""
"March7",2.95659838723108e-11,-1.80773303634122,0.052,0.283,5.21662219443052e-07,"Down",6.28261061522616,""
"Hs3st4",3.01966377442892e-11,-2.31510241639214,0.071,0.301,5.32789476360239e-07,"Down",6.27344436192299,""
"Klf7",3.02004604992633e-11,-1.56240063224089,0.071,0.316,5.32856925049001e-07,"Down",6.27338938572574,""
"Galnt17",3.02526069164534e-11,-1.38119989822455,0.137,0.409,5.33776996433904e-07,"Down",6.27264014642915,""
"Kat6b",3.10730963476885e-11,-1.10692220693355,0.137,0.422,5.48253711958615e-07,"Down",6.26101841924426,""
"Armh3",3.28430591095781e-11,-1.40334278126189,0.094,0.349,5.79482934929395e-07,"Down",6.23695934895858,""
"Dock11",3.29072150375788e-11,-1.87484723219976,0.052,0.277,5.8061490212304e-07,"Down",6.23611182171352,""
"Ggps1",3.29367791267569e-11,-3.05284553417775,0.014,0.211,5.81136530912498e-07,"Down",6.23572182345117,""
"Ndfip1",3.31769481892679e-11,-1.66965690093825,0.085,0.33,5.85374073851443e-07,"Down",6.23256651632757,""
"Chn1",3.49691620575308e-11,-1.943616464423,0.047,0.273,6.16995895343073e-07,"Down",6.20971772516576,""
"Dusp11",3.53078675527064e-11,-1.15565633976153,0.142,0.433,6.22972015099952e-07,"Down",6.20553146210591,""
"Lpgat1",3.61055748642212e-11,-1.55155230154849,0.071,0.312,6.37046762904319e-07,"Down",6.19582868677628,""
"Focad",3.66616467335003e-11,-1.08749167698465,0.127,0.411,6.46858094965879e-07,"Down",6.18919098259666,""
"Asxl1",3.67698936110069e-11,-1.50722392508877,0.066,0.306,6.48768002872605e-07,"Down",6.18791057759859,""
"Jakmip2",3.93390296242159e-11,-0.978232473403662,0.151,0.446,6.94097838689666e-07,"Down",6.15857930791952,""
"Rev3l",3.9486156579272e-11,-0.786114460206974,0.278,0.628,6.96693746684675e-07,"Down",6.15695808754571,""
"Atxn10",4.03240290060734e-11,-1.32586402858417,0.099,0.361,7.11477167783159e-07,"Down",6.14783903242424,""
"Zfhx4",4.04454352347339e-11,-1.2728940150459,0.156,0.435,7.13619259281644e-07,"Down",6.14653343765817,""
"Epha5",4.09051046477715e-11,-1.26180524880415,0.16,0.442,7.2172966640528e-07,"Down",6.14162544283675,""
"Fam126b",4.13485596504444e-11,-2.02247188513424,0.052,0.277,7.29553986472441e-07,"Down",6.13694256510081,""
"Wdr33",4.20596953147682e-11,-1.13737904438942,0.151,0.44,7.4210126413377e-07,"Down",6.12953682861071,""
"Pde4d",4.57053863388579e-11,-0.783085265155647,0.863,0.868,8.06425836562808e-07,"Down",6.09343556659186,""
"Ddhd1",4.69093627579823e-11,-1.41916774842357,0.085,0.332,8.27668796501841e-07,"Down",6.08214341759626,""
"Tmtc2",4.80743213991116e-11,-2.04065612516984,0.071,0.305,8.48223326765924e-07,"Down",6.07148978829411,""
"Zbtb11",4.82476134346593e-11,-1.00393593369681,0.099,0.36,8.51280891441129e-07,"Down",6.06992711503335,""
"Cdh8",4.931952704019e-11,-1.52300355940811,0.165,0.433,8.70193735097112e-07,"Down",6.06038404770677,""
"Sbf2",4.95297523388643e-11,-0.901915475397931,0.278,0.611,8.73902950266922e-07,"Down",6.05853679448665,""
"Sgms1",4.95417417045946e-11,-1.56942105991866,0.066,0.303,8.74114490635867e-07,"Down",6.05843168018604,""
"Celf2",4.95532689997553e-11,-1.31273774582817,0.401,0.653,8.74317878231683e-07,"Down",6.05833064097798,""
"Tmod2",5.02468758119777e-11,-1.54159271963961,0.094,0.341,8.86555876826534e-07,"Down",6.05229388698616,""
"Shank3",5.03346927778782e-11,-1.44516295695651,0.08,0.33,8.88105319372883e-07,"Down",6.05153552869182,""
"Glrb",5.06711470091793e-11,-2.80773303634122,0.019,0.217,8.94041717829959e-07,"Down",6.04864221565527,""
"Aff3",5.11334511232324e-11,-1.04153022094992,0.236,0.545,9.02198611618313e-07,"Down",6.04469784556791,""
"Crmp1",5.1312215003509e-11,-1.55109640170558,0.094,0.341,9.05352721521912e-07,"Down",6.04318218856648,""
"Zfp638",5.3679562076583e-11,-1.07964559352147,0.226,0.527,9.47122193279231e-07,"Down",6.02359398673752,""
"Kcnq3",5.42205351899500e-11,-1.07896459514164,0.269,0.578,9.56667122891479e-07,"Down",6.019239150875,""
"Gkap1",5.46133983899186e-11,-1.388780487059,0.108,0.369,9.63598801191724e-07,"Down",6.01610374897687,""
"Nr3c2",5.89621982515205e-11,-1.66600492672956,0.108,0.356,1.04032902594983e-06,"Down",5.98282928420565,""
"Gsk3b",5.92842093985162e-11,-1.49720970472611,0.104,0.356,1.04601059062742e-06,"Down",5.98046391831027,""
"Il1rapl1",5.9748894835783e-11,-0.894360120934249,0.887,0.866,1.05420950048255e-06,"Down",5.97707307426358,""
"Epb41l4b",6.21505505872958e-11,-1.00567241395313,0.146,0.435,1.09658431456225e-06,"Down",5.95995797051508,""
"Kcnq5",6.24318486158153e-11,-1.35028395895433,0.179,0.457,1.10154753697744e-06,"Down",5.95799675625128,""
"Ppp1r12b",6.81630715229848e-11,-1.05595144504558,0.142,0.426,1.20266923395154e-06,"Down",5.91985379877953,""
"Fam171b",6.85252393688277e-11,-1.90459457559381,0.038,0.25,1.2090593234236e-06,"Down",5.91755238962439,""
"Rnf180",7.17360299053729e-11,-1.69225581892129,0.075,0.312,1.2657105116504e-06,"Down",5.89766561309368,""
"1700025G04Rik",7.43229520835856e-11,-1.31189642609305,0.08,0.327,1.31135416656278e-06,"Down",5.88227999952929,""
"Maml3",7.45621670372679e-11,-1.80361692786899,0.09,0.332,1.31557487520556e-06,"Down",5.8808844292482,""
"Zfhx3",7.46976017529037e-11,-0.977970478508284,0.788,0.802,1.31796448532823e-06,"Down",5.88009629234731,""
"Gm40841",7.54993872405350e-11,-2.55341584760854,0.038,0.244,1.332111188472e-06,"Down",5.87545952402119,""
"Uvrag",7.82930516314031e-11,-1.98233755872341,0.061,0.284,1.38140260298448e-06,"Down",5.85967972998563,""
"Senp7",7.92764646382350e-11,-0.967410057671694,0.193,0.499,1.39875394207702e-06,"Down",5.85425867649942,""
"Mbnl2",7.94106183135554e-11,-0.798898378966461,0.189,0.499,1.40112094952437e-06,"Down",5.85352437331967,""
"Cstf3",7.95351739618099e-11,-1.33129499239824,0.085,0.332,1.40331860938217e-06,"Down",5.85284371558064,""
"Trio",7.9673996412612e-11,-0.63780803489891,0.358,0.727,1.40576799270413e-06,"Down",5.85208634916154,""
"Lcorl",8.0755544906494e-11,-2.03012545767767,0.066,0.292,1.42485083433018e-06,"Down",5.84623059896644,""
"Dscam",8.0859576878609e-11,-0.581741972478151,0.873,0.914,1.42668637444618e-06,"Down",5.84567148646296,""
"Sash1",8.08899791298015e-11,-1.67489735363413,0.066,0.294,1.42722279176622e-06,"Down",5.84550822752844,""
"Glg1",8.52330145318064e-11,-1.01783908434984,0.184,0.486,1.50385130839919e-06,"Down",5.82279510199841,""
"Fyttd1",8.55859344699848e-11,-2.64779212347153,0.033,0.235,1.51007822778841e-06,"Down",5.82100055402019,""
"Lrrfip2",8.57336360511881e-11,-1.64530257144583,0.071,0.301,1.51268427448716e-06,"Down",5.82025170790316,""
"Dtd1",8.62026265690977e-11,-1.17124023497998,0.156,0.431,1.52095914318516e-06,"Down",5.81788245204007,""
"Cpeb1",8.67827168725636e-11,-2.05284553417775,0.042,0.255,1.53119425649951e-06,"Down",5.81496970860018,""
"Rit2",8.71656519948631e-11,-0.942492557484376,0.212,0.521,1.53795076379737e-06,"Down",5.8130575678853,""
"Htr2c",8.74656526474022e-11,-2.27007625039842,0.104,0.339,1.54324397531076e-06,"Down",5.81156540980514,""
"Cntn4",8.81111392466151e-11,-1.62705497860204,0.208,0.464,1.55463294086728e-06,"Down",5.80837213433713,""
"Map4k5",8.96358453149945e-11,-1.64637004840233,0.052,0.277,1.58153485473776e-06,"Down",5.80092123242137,""
"Kcnt2",9.15546274854352e-11,-2.06936062096077,0.057,0.277,1.61538984735302e-06,"Down",5.79172265096591,""
"Fam120c",9.32397341145012e-11,-1.51453665999718,0.071,0.308,1.64512186871626e-06,"Down",5.78380192449178,""
"Nsg2",9.42296346359474e-11,-1.75328525231885,0.052,0.277,1.66258767351666e-06,"Down",5.77921544369671,""
"Glyr1",9.45405670808771e-11,-1.57864596243077,0.085,0.325,1.668073765575e-06,"Down",5.77778474789863,""
"Lpp",9.49113414566828e-11,-2.66460809424263,0.033,0.235,1.67461570866171e-06,"Down",5.77608483922763,""
"Tle4",9.56864406132143e-11,-1.71309616220315,0.08,0.314,1.68829155817955e-06,"Down",5.77255255109043,""
"Bicd1",9.75745181773128e-11,-0.800428235717989,0.189,0.494,1.72160479872051e-06,"Down",5.76406653547994,""
"Plcb1",9.86552840736432e-11,-0.981623199997755,0.288,0.604,1.74067383219536e-06,"Down",5.75928259944463,""
"Hdac4",1.01141943449397e-10,-1.80773303634122,0.052,0.273,1.78454845022117e-06,"Down",5.7484716565186,""
"Scai",1.02359840833996e-10,-1.65019175935474,0.085,0.323,1.80603703167502e-06,"Down",5.74327334899082,""
"Acbd5",1.04766874334143e-10,-3.4579869973141,0.009,0.193,1.84850673075163e-06,"Down",5.73317896374223,""
"Esyt2",1.0523901904434e-10,-1.40076883759806,0.075,0.319,1.85683725201834e-06,"Down",5.7312261596139,""
"Tusc3",1.07311305572435e-10,-2.16136999095592,0.042,0.253,1.89340067552003e-06,"Down",5.72275747227274,""
"Fbxl20",1.07351176895932e-10,-1.10955992517208,0.127,0.4,1.89410416515182e-06,"Down",5.72259614090471,""
"Braf",1.07399072610341e-10,-1.02483115800816,0.165,0.453,1.89494923713686e-06,"Down",5.72240241964136,""
"Carmil1",1.07856544274849e-10,-1.79372617834734,0.066,0.294,1.90302086718544e-06,"Down",5.72055644951971,""
"Cpeb4",1.08433079308392e-10,-1.95069099018327,0.042,0.257,1.91319325131728e-06,"Down",5.71824115974699,""
"Zmat4",1.08937333453576e-10,-1.52943187385412,0.132,0.393,1.9220903114549e-06,"Down",5.71622621040053,""
"Elmo1",1.09534410193973e-10,-1.61919235673156,0.099,0.349,1.93262513346245e-06,"Down",5.71385237683378,""
"Camk2d",1.10397780485466e-10,-1.08347149820852,0.156,0.439,1.94785843888556e-06,"Down",5.71044260877404,""
"Ocrl",1.1970386679258e-10,-1.57640749023477,0.071,0.303,2.11205502568828e-06,"Down",5.67529477125116,""
"Rps6kc1",1.20833328769506e-10,-1.45930713927678,0.08,0.319,2.13198325280916e-06,"Down",5.67121621110941,""
"Abhd18",1.21253042962125e-10,-1.61684841626326,0.071,0.301,2.13938869002374e-06,"Down",5.66971030444344,""
"Tnrc6b",1.21429131228003e-10,-0.69739683118871,0.344,0.712,2.14249559138689e-06,"Down",5.66908006305159,""
"Epn2",1.25498200153137e-10,-1.72157639259151,0.071,0.299,2.21429024350195e-06,"Down",5.65476545351614,""
"Map3k2",1.25922398577478e-10,-2.07838062628489,0.033,0.24,2.22177480050101e-06,"Down",5.65329996333225,""
"Mir100hg",1.30291348993654e-10,-0.723295933964192,0.358,0.697,2.29886056164404e-06,"Down",5.63848737024664,""
"Ambra1",1.34190320692541e-10,-0.969165542706204,0.146,0.435,2.36765401829919e-06,"Down",5.62568176010851,""
"Cspg5",1.36752839431451e-10,-1.63780803489891,0.071,0.301,2.41286709892852e-06,"Down",5.61746659843581,""
"Trak1",1.42441611212096e-10,-1.71675937629373,0.052,0.272,2.51323978822622e-06,"Down",5.59976607339096,""
"Stox2",1.42837095617812e-10,-0.940877102534957,0.193,0.499,2.52021771508067e-06,"Down",5.59856194002243,""
