"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_p","sig","gene_label"
"Lgals8",0.113312952410606,1.38109016735551,0.14,0.063,1,0.945720444603109,"Not significant",NA
"Pbx3",0.113488850412034,-1.11194984392461,0.047,0.135,1,0.945046803161431,"Not significant",NA
"Sec24b",0.113488850412034,-1.18595042536839,0.047,0.135,1,0.945046803161431,"Not significant",NA
"Ndrg1",0.113961928643203,-1.09284102097691,0.07,0.167,1,0.943240209555298,"Not significant",NA
"Lrfn5",0.114244172016855,-1.03394733192334,0.116,0.222,1,0.942165945529257,"Not significant",NA
"Nisch",0.114600818946503,1.07708398046541,0.279,0.175,1,0.940812278854872,"Not significant",NA
"Gng7",0.114851515454537,0.743660246740215,0.279,0.167,1,0.939863269957848,"Not significant",NA
"Smarcb1",0.114871641433765,-1.03394733192334,0.047,0.135,1,0.939787173130149,"Not significant",NA
"Grb2",0.114871641433765,-1.03394733192334,0.047,0.135,1,0.939787173130149,"Not significant",NA
"Trio",0.115361401589746,1.06558834162758,0.163,0.079,1,0.937939476107701,"Not significant",NA
"Ppp2r5c",0.115791742136426,-0.729092750394917,0.116,0.23,1,0.936322411873367,"Not significant",NA
"Il1rapl1",0.115977158996262,-0.410510683387546,0.419,0.548,1,0.935627534037179,"Not significant",NA
"C530008M17Rik",0.116001975451084,1.13597766951897,0.163,0.079,1,0.935534614909287,"Not significant",NA
"Dync1li1",0.116001975451084,1.13597766951897,0.163,0.079,1,0.935534614909287,"Not significant",NA
"Gtpbp2",0.116001975451084,1.13597766951897,0.163,0.079,1,0.935534614909287,"Not significant",NA
"Trpc5",0.116001975451084,1.13597766951897,0.163,0.079,1,0.935534614909287,"Not significant",NA
"Bptf",0.116520807326951,0.44865345116814,0.512,0.365,1,0.933596514977897,"Not significant",NA
"Baiap3",0.116528938605083,0.865123759225881,0.326,0.222,1,0.933566209266036,"Not significant",NA
"Pou6f1",0.116569095212748,0.966052668076662,0.186,0.095,1,0.933416574427786,"Not significant",NA
"Fam193b",0.116727954389309,1.00669465257401,0.349,0.246,1,0.932825125246915,"Not significant",NA
"Matk",0.116916979339347,0.9915877601838,0.279,0.175,1,0.932122413578025,"Not significant",NA
"Atp6ap1",0.117006217118499,1.00352737349533,0.233,0.135,1,0.931791061428862,"Not significant",NA
"Ywhab",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Dclk2",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Wdr47",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Galnt17",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Rps9",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Smg9",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Grin2d",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Anapc10",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Edc4",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
